# extracted from file 'test0_2_rijkhorst'
# Time (yr)      Neutral Fraction T [K]         
    2.002156e-06   9.999000e-01   1.049000e+02
    1.202752e-05   9.994000e-01   1.296000e+02
    2.207953e-05   9.989000e-01   1.543000e+02
    3.215373e-05   9.984000e-01   1.790000e+02
    4.226915e-05   9.979000e-01   2.037000e+02
    5.238458e-05   9.974000e-01   2.285000e+02
    6.253171e-05   9.969000e-01   2.533000e+02
    7.271055e-05   9.964000e-01   2.781000e+02
    8.292111e-05   9.958000e-01   3.029000e+02
    9.316337e-05   9.953000e-01   3.278000e+02
    1.034056e-04   9.948000e-01   3.526000e+02
    1.137113e-04   9.943000e-01   3.776000e+02
    1.240170e-04   9.938000e-01   4.025000e+02
    1.343544e-04   9.933000e-01   4.274000e+02
    1.447235e-04   9.928000e-01   4.524000e+02
    1.550926e-04   9.922000e-01   4.774000e+02
    1.655251e-04   9.917000e-01   5.025000e+02
    1.759576e-04   9.912000e-01   5.275000e+02
    1.864219e-04   9.907000e-01   5.526000e+02
    1.969178e-04   9.902000e-01   5.777000e+02
    2.074455e-04   9.896000e-01   6.028000e+02
    2.179731e-04   9.891000e-01   6.280000e+02
    2.285642e-04   9.886000e-01   6.532000e+02
    2.391553e-04   9.881000e-01   6.784000e+02
    2.497780e-04   9.875000e-01   7.036000e+02
    2.604325e-04   9.870000e-01   7.288000e+02
    2.711187e-04   9.865000e-01   7.541000e+02
    2.818366e-04   9.859000e-01   7.794000e+02
    2.925545e-04   9.854000e-01   8.047000e+02
    3.033359e-04   9.849000e-01   8.301000e+02
    3.141172e-04   9.843000e-01   8.555000e+02
    3.250254e-04   9.838000e-01   8.808000e+02
    3.358067e-04   9.833000e-01   9.063000e+02
    3.465880e-04   9.827000e-01   9.317000e+02
    3.576865e-04   9.822000e-01   9.572000e+02
    3.684678e-04   9.817000e-01   9.827000e+02
    3.795662e-04   9.811000e-01   1.008000e+03
    3.903475e-04   9.806000e-01   1.034000e+03
    4.014460e-04   9.800000e-01   1.059000e+03
    4.125444e-04   9.795000e-01   1.085000e+03
    4.236428e-04   9.789000e-01   1.110000e+03
    4.347412e-04   9.784000e-01   1.136000e+03
    4.458397e-04   9.778000e-01   1.162000e+03
    4.569381e-04   9.773000e-01   1.187000e+03
    4.680365e-04   9.768000e-01   1.213000e+03
    4.794521e-04   9.762000e-01   1.239000e+03
    4.905505e-04   9.757000e-01   1.265000e+03
    5.016489e-04   9.751000e-01   1.290000e+03
    5.130644e-04   9.745000e-01   1.316000e+03
    5.244800e-04   9.740000e-01   1.342000e+03
    5.358955e-04   9.734000e-01   1.368000e+03
    5.469939e-04   9.729000e-01   1.394000e+03
    5.584094e-04   9.723000e-01   1.420000e+03
    5.701421e-04   9.718000e-01   1.445000e+03
    5.815576e-04   9.712000e-01   1.471000e+03
    5.929731e-04   9.706000e-01   1.497000e+03
    6.043886e-04   9.701000e-01   1.523000e+03
    6.161213e-04   9.695000e-01   1.549000e+03
    6.275368e-04   9.690000e-01   1.575000e+03
    6.392694e-04   9.684000e-01   1.601000e+03
    6.510020e-04   9.678000e-01   1.627000e+03
    6.624176e-04   9.673000e-01   1.653000e+03
    6.741502e-04   9.667000e-01   1.680000e+03
    6.858828e-04   9.661000e-01   1.706000e+03
    6.976154e-04   9.655000e-01   1.732000e+03
    7.096651e-04   9.650000e-01   1.758000e+03
    7.213978e-04   9.644000e-01   1.784000e+03
    7.331304e-04   9.638000e-01   1.810000e+03
    7.451801e-04   9.632000e-01   1.837000e+03
    7.569127e-04   9.627000e-01   1.863000e+03
    7.689625e-04   9.621000e-01   1.889000e+03
    7.810122e-04   9.615000e-01   1.915000e+03
    7.930619e-04   9.609000e-01   1.942000e+03
    8.047945e-04   9.604000e-01   1.968000e+03
    8.171613e-04   9.598000e-01   1.995000e+03
    8.292111e-04   9.592000e-01   2.021000e+03
    8.412608e-04   9.586000e-01   2.047000e+03
    8.533105e-04   9.580000e-01   2.074000e+03
    8.656773e-04   9.574000e-01   2.100000e+03
    8.777270e-04   9.568000e-01   2.127000e+03
    8.900939e-04   9.563000e-01   2.153000e+03
    9.024607e-04   9.557000e-01   2.180000e+03
    9.145104e-04   9.551000e-01   2.206000e+03
    9.268772e-04   9.545000e-01   2.233000e+03
    9.392440e-04   9.539000e-01   2.259000e+03
    9.516109e-04   9.533000e-01   2.286000e+03
    9.642948e-04   9.527000e-01   2.313000e+03
    9.766616e-04   9.521000e-01   2.339000e+03
    9.890284e-04   9.515000e-01   2.366000e+03
    1.001712e-03   9.509000e-01   2.392000e+03
    1.014079e-03   9.503000e-01   2.419000e+03
    1.026763e-03   9.497000e-01   2.446000e+03
    1.039447e-03   9.491000e-01   2.473000e+03
    1.052131e-03   9.485000e-01   2.499000e+03
    1.064815e-03   9.479000e-01   2.526000e+03
    1.077499e-03   9.473000e-01   2.553000e+03
    1.090183e-03   9.467000e-01   2.580000e+03
    1.103184e-03   9.461000e-01   2.607000e+03
    1.115868e-03   9.455000e-01   2.633000e+03
    1.128869e-03   9.449000e-01   2.660000e+03
    1.141553e-03   9.442000e-01   2.687000e+03
    1.154554e-03   9.436000e-01   2.714000e+03
    1.167555e-03   9.430000e-01   2.741000e+03
    1.180556e-03   9.424000e-01   2.768000e+03
    1.193557e-03   9.418000e-01   2.795000e+03
    1.206558e-03   9.412000e-01   2.822000e+03
    1.219559e-03   9.406000e-01   2.849000e+03
    1.232560e-03   9.399000e-01   2.876000e+03
    1.245878e-03   9.393000e-01   2.903000e+03
    1.258879e-03   9.387000e-01   2.930000e+03
    1.272197e-03   9.381000e-01   2.957000e+03
    1.285515e-03   9.374000e-01   2.984000e+03
    1.298833e-03   9.368000e-01   3.011000e+03
    1.312151e-03   9.362000e-01   3.039000e+03
    1.325469e-03   9.356000e-01   3.066000e+03
    1.338787e-03   9.349000e-01   3.093000e+03
    1.352106e-03   9.343000e-01   3.120000e+03
    1.365741e-03   9.337000e-01   3.147000e+03
    1.379059e-03   9.330000e-01   3.175000e+03
    1.392694e-03   9.324000e-01   3.202000e+03
    1.406329e-03   9.318000e-01   3.229000e+03
    1.419964e-03   9.311000e-01   3.256000e+03
    1.433600e-03   9.305000e-01   3.284000e+03
    1.447235e-03   9.299000e-01   3.311000e+03
    1.460870e-03   9.292000e-01   3.338000e+03
    1.474505e-03   9.286000e-01   3.366000e+03
    1.488141e-03   9.279000e-01   3.393000e+03
    1.502093e-03   9.273000e-01   3.421000e+03
    1.516045e-03   9.267000e-01   3.448000e+03
    1.529680e-03   9.260000e-01   3.475000e+03
    1.543633e-03   9.254000e-01   3.503000e+03
    1.557585e-03   9.247000e-01   3.530000e+03
    1.571537e-03   9.241000e-01   3.558000e+03
